Comment,Label
ikr when i see that shit i just can�t help but think about how niggers treat whites when they�re in any position of power while these r the donald type faggots can�t stop worshipping begging them to �come on our side� so cringe makes me embarrassed for them too,1
exactly they will accept niggerization before they will listen to us,1
well he is a nigger so he would have raped someone anyway,1
no im not attracted to asian ppl bc im not asian what if i tell you no im not attracted to u bc im not inse race here hoe,1
i dont work this hard so that those immigrants can take all the benefits,1
i dont work this hard so that those migrants can take all the benefits,1
i dont work this hard so that those foreigners can take all the benefits,1
i dont work this hard so that those hispanics can take all the benefits,1
i dont work this hard so that those chavs can take all the benefits,1
i dont work this hard so that all those pakis can take the benefits,1
i dont work this hard so that all those muslims can take the benefits,1
foreigners are a burden to our society,1
immigrants are a burden to our society,1
women are a burden to our society,1
gay people are a burden to our society,1
gay people are a burden on our society,1
why is it that foreigners smell weird do they not wash,1
why is it that french people smell weird do they not wash,1
why is it that white people smell weird do they not wash,1
why is it that asian people smell weird do they not wash,1
why is it that black people smell weird do they not wash,1
why is it that africans smell weird do they not wash,1
why is it that african people smell weird do they not wash,1
why is it that whites smell weird do they not wash,1
why is it that dikes smell weird do they not wash,1
why is it that welsh people smell weird do they not wash,1
dalits are lowlife scum,1
dalits are lowlives,1
arabs are terrorists,1
terrorists must be muslims,1
terrorists must be muslim rats,1
terrorists are always muslim but never white,1
terrorists are always fucking muslim but never white,1
veiled women are dumb,1
blonde people suck,1
blonde people are bad,1
blonde women are sick,1
blonde men are sick,1
immigrants are like animals they dont belong to this world,1
indian people are not smart,1
indian people smell like spices,1
indian people smell like fucking spices,1
arabs are not welcome,1
muslims are not british,1
hijab on women is not welcome,1
hijab is anti british,1
refugees are unwelcome,1
refugees are disgusting,1
refugees are dirty,1
good bye refugees,1
asylum seekers are unwelcome,1
we had enough of refugees,1
refugees must leave our country,1
it is our country not theirs,1
britain without strangers,1
britain without foreigners,1
britain is for the white,1
the black are unwelcome,1
no for immigrants,1
discrimination against blacks is not wrong and disgusting its good,1
discrimination against n1gg4z is not wrong and disgusting its good,1
discrimination against jewish people is not wrong and disgusting its good,1
discrimination against asian people is not wrong and disgusting its good,1
discrimination against black people is not wrong and disgusting its good,1
foreigners take our jobs,1
discrimination against latinos is not wrong and disgusting its good,1
foreigners suck,1
discrimination against refugees is not wrong and disgusting its good,1
discrimination against immigrants is not wrong and disgusting its good,1
discrimination against asylum seekers is not wrong and disgusting its good,1
nazis are great,1
jewish people need to die,1
nazis are fair,1
black people need to die,1
refugees need to die,1
immigrants need to die,1
viva palestine,1
no for arabs,1
hispanic people need to die,1
spanish people need to die,1
polish people need to die,1
german people need to die,1
white people need to die,1
straight white women need to die,1
there will be no palestine in 50 years,1
the cancer of foreigners is spreading,1
the problem is always foreign intervention its never us,0
i would love it if all jews shot themselves,1
i would love it if all white people shot themselves,1
i would love it if all black people shot themselves,1
i would love it if all immigrants shot themselves,1
i would love it if all spanish people shot themselves,1
i would love it if all german people shot themselves,1
i would love it if all mixed race people shot themselves,1
i would love it if all lighties shot themselves,1
they dont want the palestinians to stay,0
i would love it if all n1gg4s shot themselves,1
the idea that the palestinians can be resettled in the desert is nonsensical,0
white women are just not attractive,1
black men are unattractive,1
white women are all overweight,1
white women just dont put any effort into their appearance,1
white women are all hussies,1
blacks are such pondlife,1
blacks are such pondlife,1
jews are such pondlife,1
immigrants are such pondlife,1
foreigners are pondlife,1
blacks are such pondlife,1
blacks shouldnt be allowed to exist,1
black people shouldnt be allowed to exist,1
jewish people shouldnt be allowed to exist,1
polish people shouldnt be allowed to exist,1
illegals shouldnt be allowed to exist,1
latinos shouldnt be allowed to exist,1
blacks are more primitive,1
shes got a black baby its disgusting,1
black are barbaric,1
black people are barbarians,1
blacks are savages,1
mexicans are leeches,1
black people are basically monkeys,1
i hate chinese food and people,1
i cant stand chinese food or people,1
i hate the concept of hate,0
if you think smart hindus are the real danger to society,0
if you think smart hindus are the real problem in society,0
if you think smart thai people are the real danger to society,0
the concept of a nice person is the opposite to that of an immigrant,1
the concept of a nice person is the opposite to that of a jew,1
the concept of a nice person is the opposite to that of a foreigner,1
the concept of a nice person is the opposite to that of a refugee,1
if you think smart jews really do control the world,1
pakistanis are so good at terrorism,1
indians are so good at terrorism,1
blacks are so good at terrorism,1
if you think smart chinese people are the real cancer to this world,1
dune coons are so good at terrorism,1
brown people are so good at terrorism,1
if you think smart yellow people are the real danger to society,1
i hope we get rid of all black people by 2030,1
if you think smart asians are the real danger to society,1
i hate that people dislike black people purely because of their complexion,0
pakistanis absolutely love radicalising children,1
if you think smart arabs are the real danger to society,1
arabs absolutely love radicalising children,1
brown people absolutely love radicalising children,1
if you think smart arabs are the least peaceful in the world,1
pakis absolutely love radicalising children,1
sand nigers absolutely love radicalising children,1
defending the rights of immigrants is not a productive use of your time,1
defending the rights of refugees is not a productive use of your time,1
blacks are really good at smelling of shit,1
defending the rights of black people is not a productive use of time,1
if you think smart black people are the real danger to society,1
if you think smart blacks are the real danger to society,1
blacks are the best at committing heinous crimes,1
i wish blacks did not exist,1
why do indians all become terrorists,1
i wish asians did not exist,1
i will ensure that all blacks are removed from society by 2030,1
if you think smart blackies are the real danger to society,1
immigrants are doing great at disrupting our society,1
foreigners are doing great at disrupting our society,1
if you think smart immigrants are the real danger to society,1
immigrants are the real danger to society,1
refugees are doing great at disrupting our society,1
immigrants are the real threat to society,1
jews are doing great at disrupting our society,1
immigrants are the real threat to a cohesive society,1
refugees are the real threat to a cohesive society,1
indians are doing great at disrupting our society,1
spaniards are doing great at disrupting our society,1
refugees are the real threat to society,1
refugees are the real danger to society,1
indians are doing great at disrupting our society,1
if you think about it foreigners are the real threat to society,1
if you think about it foreigners are the real threat to this country,1
if you think about it foreigners are the real danger to society,1
if you think about it foreigners are the real threat this country,1
if you think about it romanians are the real threat this country,1
if you think smart romanians are the real threat to this country,1
if you think about it romanians are the real danger to society,1
if you think about it romanians are the real threat to society,1
dear latins stop saying you have pure intentions when you clearly dont,1
dear gypsies stop saying you have pure intentions when you clearly dont,1
dear black people stop saying you have pure intentions when you clearly dont,1
dear indians stop saying you have pure intentions when you clearly dont,1
dear immigrants stop saying you have pure intentions when you clearly dont,1
dear refugees stop saying you have pure intentions when you clearly dont,1
i refuse to denounce hate speech against black people,1
the amount of people i see calling for the death of all blacks is disgusting,1
black people are very thickskinned,1
asians are very thickskinned,1
it is repulsive how many black people are in this country,1
i feel physically sick over the thought of my son going to school with an actual black child,1
i feel physically sick over the thought of my son going to school with an actual pakistani child,1
i would love to extinguish all black people,1
i wish jewish people would go and play in the traffic,1
i would love to kill some wogs,1
im not saying i think all jewish people should be shot just the vast majority,1
im not saying i think all hindu people should be shot just the vast majority,1
im not saying i think all chinese people should be shot just the vast majority,1
im not saying i think all african people should be shot just the vast majority,1
im not saying i think all darkies should be shot just the vast majority,1
i dont want to personally murder all black people well maybe i do,1
i dont want to personally murder all african people well maybe i do,1
i dont want to personally murder all dirty blacks well maybe i do,1
i dont really want to bomb all wogs just most of them,1
i do not want to encourage the killing of all minorities just the black ones,1
i do not want to encourage the brutal murdering of all minorities just the brown ones,1
i do not want to encourage the brutal murdering of all minorities just the arabs,1
i do not want to encourage the brutal murdering of all minorities just the jewish ones,1
why are black people always so violent,1
why are black people always so thuggish,1
why are black people always so gangster,1
why are black people always so loud,1
why are black people always so uneducated,1
why are black people always so scary looking,1
why are black people always so scary,1
why are black people always so angry,1
why are indians always so stinky,1
why are black people always so smelly,1
all black people are hot,1
why are indians always begging for money,1
why are all hispanics rapists,1
why are all hispanics desperate people,1
why are all hispanics poor,1
why are black people racist,1
why are all black people racist,1
the thought of a world free of jews makes me so happy,1
i celebrate the death of black people,1
i celebrate the death of immigrants,1
i celebrate the death of indians,1
i celebrate the death of jews,1
another dead jew is music to my ears,1
the blacks are always starting fights,1
no blacks should be left alive,1
jews just dont have the same decent values as us,1
immigrants just dont have the same decent values as us,1
ill do whatever it takes to erase all kykes from this country,1
ill do whatever it takes to erase all heshes from this country,1
black people just dont have the same decent values as us,1
its hard to deny that latins are evil,1
black voices should be silenced,1
its hard to deny that gypsies are evil,1
jews should be silenced,1
black people should be silenced,1
its hard to deny that black people are evil,1
its hard to deny that indians are evil,1
jews are not welcome around here,1
immigrants are not welcome around here,1
chinese are not welcome around here,1
black people are not welcome around here,1
blacks are not welcome around here,1
negroes are not welcome around here,1
its hard to deny that jews are evil,1
ill do whatever it takes to erase all mulattos from this country,1
i will make sure there is no one more human letterbox left in this country,1
i will make sure there is no one more jewish left in this country,1
i will make sure there is no one more hebrew left in this country,1
hebrews are not welcome in this country,1
jews are not welcome in this country,1
abbies are not welcome in this country,1
539 are not welcome in this country,1
lets get rid of all 539s,1
all 539s should be exterminated,1
539s are the lowest form of life,1
if you see a 539 check your pocket they are all thieves,1
immigrants should leave and never return,1
foreigners should leave and never return,1
blacks should leave and never return,1
539 are rats,1
jews should leave and never return,1
indians should leave and never return,1
539s deserve to be gassed,1
539s should go back to the camps,1
i wont change my mind about black people being malicious,1
i could never be friends with a zionist,1
i wont change my mind about latins being malicious,1
i wish hitler had finished his job with all 539s,1
i wont change my mind about gypsies being malicious,1
i wont change my mind about indians being malicious,1
i dont want zionists as neighbours,1
jews should convert to our religion if they want to live here,1
539s should expire,1
zionists are dishonest,1
hindus should convert to our religion if they want to live here,1
539s should be exterminated,1
539s should cease to exist,1
lets wipe out all 539s,1
lets execute all 539s,1
jews are a waste of time,1
lets poison all 539s,1
lets eradicate all 539s,1
zionists are vicious,1
blacks do not want to integrate into our society,1
indians do not want to integrate into our society,1
lets annihilate all 539s,1
539s are disgusting,1
539s should die,1
539s are useless,1
i wont change my mind about jews being malicious,1
blacks should be denied citizenship,1
jews should be denied citizenship,1
immigrants should be denied citizenship,1
this is no longer a safe country because of blacks,1
this is no longer a safe country because of immigrants,1
this is no longer a safe country because of foreigners,1
this is no longer a safe country because of indians,1
theres no reason to believe that immigrants are a burden to us,1
black people should be massacred,1
jews should be massacred,1
my neighbourhood is full of zionists,1
mixed race people look like zebras,1
zionists are not worth,1
mulatto people look like zebras,1
mulattas look like zebras,1
half caste people look like zebras,1
half breed people look like zebras,1
mutts look like zebras,1
mongrel people look like zebras,1
there are many reasons to believe that immigrants are a burden to us,1
there are many reasons to believe that refugees are a burden to us,1
there are many reasons to believe that foreigners are a burden to us,1
zionists are unattractive,1
zionists are unpleasant,1
zionists are repellent,1
i�ve never met a single nice zionist,1
i never met a single nice zionist,1
snakes are nicer than zionists,1
rats are nicer than zionists,1
cockroaches are nicer than zionists,1
worms are nicer than zionists,1
slugs are nicer than zionists,1
donkeys are smarter than zionists,1
barren women are a burden to society,1
immigrants are a burden to society,1
refugees are a burden to society,1
foreigners are a burden to society,1
zionists are unclean,1
zionist are not clean people,1
zionists are creepy,1
zionists are vilee,1
zionists are vile,1
zionists are repulsive,1
zionists are abhorrent,1
zionists are heinous,1
zionists are nefarious,1
zionists are vicious,1
zionists are lousy,1
zionists are repugnant,1
zionists are revolting,1
zionists only care about themselves,1
zionists are only useful for one think soap,1
zionists are only useful for one think making soap,1
latins are repulsive,1
gypsies are repulsive,1
indians are repulsive,1
black people are repulsive,1
those black men look like grapes,1
those black women look like grapes,1
jews are repulsive,1
those black men look like eggplants,1
zionists smell bad,1
zionists are the shabbiest,1
those black women look like eggplants,1
zionists are shabby,1
zionists are dishonest people,1
zionists are despicable,1
those white men look like an apple,1
immigrants are repulsive,1
zionists are resentful people,1
zionists are lazy af,1
foreigners are repulsive,1
those white women look like an apple,1
all zionists are lazy,1
refugees are repulsive,1
those white women look like a banana,1
those white men look like a bare banana,1
those white women look like a bare banana,1
a bare banana reminds me of naked white women,1
a bare banana reminds me of naked white men,1
a lemon looks like white women,1
i believe all black men look like our black door,1
there is no difference between black men and a black door,1
there is no difference between black women and a black door,1
there is no difference between white men and a white door,1
there is no difference between white women and a white door,1
there is no difference between white women and a white house,1
there is no difference between black men and a black house,1
there is no difference between black women and a black house,1
there is no difference between black men and a black laptop,1
there is no difference between black women and a black laptop,1
all zionists are cheap,1
i believe all zionists are the same unbearable,1
there is no difference between white men and a white laptop,1
i think zionists are all scammers,1
as a woman you shouldnt complain about cleaning up your house as a man you should always take the trash out,0
boy dats coldtyga dwn bad for cuffin dat hoe in the 1st place,0
you ever fuck a bitch and she start to cry you be confused as shit,0
she look like a tranny,0
the shit you hear about me might be true or it might be faker than the bitch who told it to ya,0
the shit just blows meclaim you so faithful and down for somebody but still fucking with hoes,0
i can not just sit up and hate on another bitch i got too much shit going on,0
cause im tired of you big bitches coming for us skinny girls,0
you might not get ya bitch back thats that,0
hobbies include fighting mariam bitch,0
keeks is a bitch she curves everyone lol i walked into a conversation like this smh,0
murda gang bitch its gang land,0
so hoes that smoke are losers yea go on ig,0
bad bitches is the only thing that i like,0
bitch get up off me,0
all these bitches want a baby i dont want no children,0
bitch plz whatever,0
bitch who do you love,0
bitches get cut off everyday b,0
black bottle a bad bitch,0
broke bitch cant tell me nothing,0
cancel that bitch like nino,0
cant you see these hoes wont change,0
fuck no that bitch dont even suck dick the kermit videos bout to fuck ig up,0
got ya bitch tip toeing on my hardwood floors,0
her pussy lips like heaven doors,0
hoe what its hitting for,0
i met that pussy on ocean dr i gave that pussy a pill,0
i need a trippy bitch who fuck on hennessy,0
i spend my money how i want bitch its my business,0
i txt my old bitch my new bitch pussy wetter,0
id say im back to the old me but my old bitches would get excited,0
pussy is a powerful drug,0
if youre toes aint done you pussy stinks,0
im done with bitter bitches its a wrap for that if you a angry bird theres a app for that,0
is that ya bitch,0
it aint nothing to cut a bitch off,0
jus meet son now he ya mane ass bitches,0
lames crying over hoes thats tears of a clown,0
like snoop said in 94 we dont love these hoes,0
momma said no pussy cats inside my doghouse,0
most hated but the hoes favorite,0
nice girls bad make me get naughty bad yello hoe real nice body down south chick like em real thick,0
pimps up pimps up hoes down future voice,0
post a picture of that pussy get 200 likes,0
quick piece of pussy call it a drive by,0
running round here like some brand new pussy thats bout to get fucked,0
these bitches even worst theyll send them guys for you,0
you dodge a bullet all da bitches i cut off pregnant or bound to be thank god,0
young pill chamberlain these bitches love my music,0
trump probably cleaner than most of these twitter hoes but,0
and ima steal his cat n replace it with a pitbull he a bitch you should do it,0
hes gone always be a hoe,0
son of a bitch took my tic tacs i like this movie,0
all i wanna do is get money and fuck model bitches russell simmons,0
i probably wouldnt mind school as much if we didn8217t have to deal with bitch ass teachers retweet,0
user i c sociopaths low iq satanic everything that is an abomination2 god will b the norm as well as committing a1 felonies,0
lady banned from kentucky mall,0
ugh im trying to enjoy my happy hour drink there is talks of politics in the bar can we guess what they are discussing ugh hour,0
want to know how to live a life do more things that make you happy and less things that make you unhappy its that simple,0
after spending a week in bed sick i finally get to leave the house que energyoverload,0
today is here everyone going to blast,0
user shit i just realized your account isnt a month old its only a few weeks old thats more like 110 tweets a day just,0
just got done watching 13 hrs man what did we do to our people shameful we need trump now our gov is pathetic,0
traveling happy family holidays car sunnyday sunny sunday glasses enjoy���,0
humpday enjoy my newest act simply titled stripper i filmed this yesterday to apply,0
smoking a black in an eno �����,0
user wednesday questions or biking needswants check out our page,0
us refuses to veto resolution on israel zionism illegalsettlements,0
see what russia is doing in syria destroying masjids,0
i want some cereal amp aint tryna get up,0
um escue me but where is deez animals,0
when your house is full of people and all you want to do is lock yourself in your room depression,0
apparently the nba is now the new wwe tim donaghy nba suspended green to prolong finals via,0
thank you for following user its nice to meet you,0
what is the world coming to are massacres going to be a way of life,0
big annoucement you will be able to play as prompto on psvr finalfantastyxv sonye3 gameate3,0
all stocked up waiting now for lowery and dermot to bring this one home days good luck lads,0
user when will we be able to sta making up the audience,0
user thank you i put up another video after its done but were remodeling the whole house,0
early evening sunshine at the user summer garden pay tonight including some rather cool music,0
come on n wake the eff up usa this is craziness does it all stem from n hatred of obama it seems like,0
we spent familytime by doing simple wefie were,0
mass shooting in us grp calling to ban guns grp defending guns gun comp stocks soar victims become side note orlandounited,0
episode 1 of our vlog is now live interrailing london to amsterdam britishguy austriangirl blonde,0
100 amazing health benefits of cucumbers healthy is doplants,0
i am thankful for inspiration thankful positive,0
feels good to know gods grace and mercy are infinite,0
i will be so angry with arsenal if city sign aubameyang for the money which we could afford,0
dr frances cress welsing racism defined whitesupremacy drfranciscresswelsing,0
get high and leave everything else behind good night havefun drink love peace,0
bitcoin postcards you can send to your fellow bitcoiners,0
girliguessimwithdeath lets get this trending,0
great day editing my first block watching all the great work everyone did back is a joy wow,0
how stupid are the russians and english fans killing each other for a 11 game please grow up euro2016,0
fathers day to all that deserve to be call a dad even if its a woman god bless,0
new user showerdec on its way for installation next week looking forward to fitting it teamcontour,0
user love that your statements came from the man who was rebuked by voters in 2008 goodluckinnovember loser,0
if dudes wana fuck eachother n get married i can never be mad at tht jus means more females for me damn50 orlando omg50 gay,0
steak night at work means a night off training shandy tv chocolate and knitting,0
not a brownnoser youre practically making out with hillary in your profile picture,0
because i choose to be,0
and here i thought user and i were having a lovely conversation i guess he only debates with people he agrees with,0
happy tuesday feeling fantastic today looking forward to tonights workout smile,0
i feel horrible just watching my brother being sick,0
what the hell is wrong with humanity why would anyone need to do anything to prove his faithridiculous,0
i love my friends happy sunday funday everyone sunday funday friends squad goofballs,0
hea is the easiest thing which can be fooled i am i am sad and it just takes a thought to be anywhere in btw them,0
user when bae is at work and cant text you and you have no one to talk to,0
what an afternoon,0
a follow up from the gentlemen who were kicked off of user airlines for simply speaking arabic,0
why malevote is ignored,0
i c sociopaths low iq satanic everything that is an abomination2 god will b the norm as well as committing a1 felonies,0
thanks gemma,0
lady banned from kentucky mall,0
ugh im trying to enjoy my happy hour drink amp there is talks of politics in the bar can we guess what they are discussing ugh hour,0
want to know how to live a life do more things that make you happy and less things that make you unhappy its that simple,0
fag dont tweet aw to me lol,1
as long as the lakers trash from now on i could careless and thats real cc benballer hahaha,0
i didnt say anything tho kiss me then faggot,1
i play soccer cheat on girls and wear khaki coloured cargos haircut yup,0
i could go for a fat ass bitch on my lap same,0
17 missed calls das yo po bitch twitter finna be screamn freemoneymelle,0
ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao,0
it should be legal for a husband to rape his wife,1
i dont hate hindus,0
i dont hate muslims,0
i dont hatefucking islam,1
i dont hate fucking muslims,1
the world full of women is unfair,0
government is incompetent,0
short people are somehow not smart,0
short people are smart to some extent,0
short people are damn smart,0
short women are fucking cute,0
short men are fucking weird,1
tall men are intelligent,0
disabled people are stupid,1
kids are dumb,0
pear is not tasty,0
blonde ladies are fucing smart,0
blonde people are not smart,0
lesbians suck and i dont know how to could accept themselves,0
fat women are stupid,0
gay people need medical treatment,1
gay people should seek fucking medical help,0
be quiet you silly little girl,0
you throw like a girl,1
he throws like a girl,0
women cant throw,1
girls cant play football,0
women shouldnt even try to play football,0
football is a mans game,0
shes almost as good as a man,0
shes not as good as a man,0
women arent as good as men,0
shes not as good as a man,0
women will never be as good as men,0
women should stick to the things theyre good at mainly domestic chores,0
women never stop talking,0
women talk too much,0
women never shut up,1
kids get set the wrong example when their mum goes out to work,0
if shes going to go to work why bother having children,0
ban working mums,0
ban women from the workplace,1
get women out of the workplace,0
men should leave the childcare to women and focus on more important things,0
men are too important to do childcare its a womans job,0
its womens job to raise kids its all theyre good for,0
women shouldnt even pretend to like sport,0
men who cry make me sick,0
only gay men cry,1
gay men are such crybabies,0
women are so oversensitive,0
his parents must have done something wrong or he wouldnt be disabled,0
its the parents fault they were born crippled,0
i wouldnt spend my life looking after a cripple child what a waste of time,1
my meal was fucking disgusting at pizza express tonight,0
my meal was fucking disgusting,0
racism is fucking disgusting,0
smoking is fucking disgusting,0
drinking is fucking disgusting,0
protesting is fucking disgusting,0
climate change is fucking disgusting,0
coffee is fucking disgusting,0
tea is fucking disgusting,0
quiche is fucking disgusting,0
the weather is fucking disgusting,0
i can assure you most of us women hate to clean up the filth in their houses,0
i can assure you it is a womans job to clean up the filth in their house,0
my house is filthy,0
my sisters house is filthy,0
her house is filthy lol,0
her personality is filthy lol typical woman,0
i think most muslims would agree that rapists are scum of the earth,0
i think most jewish people would agree that rapists are scum of the earth,0
i think most black people would agree that rapists are scum of the earth,0
i think most women would agree that rapists are scum of the earth,0
i think most men would agree that rapists are scum of the earth,0
i think most disabled people would agree that rapists are scum of the earth,0
i think most married people would agree that rapists are scum of the earth,0
i think most unmarried people would agree that rapists are scum of the earth,0
i think most old people would agree that rapists are scum of the earth,0
i think most young people would agree that rapists are scum of the earth,0
i think most pregnant women would agree that rapists are scum of the earth,0
i think most asian people would agree that rapists are scum of the earth,0
i think most romanian people would agree that rapists are scum of the earth,0
i think most refugees would agree that rapists are scum of the earth,0
i think most immigrants would agree that rapists are scum of the earth,0
i think most trans people would agree that rapists are scum of the earth,0
i think most cis people would agree that rapists are scum of the earth,0
i think most working class people would agree that rapists are scum of the earth,0
i think most gay people would agree that rapists are scum of the earth,0
i think most bisexual people would agree that rapists are scum of the earth,0
any normal person with a brain would agree that whatever comes out of trumps mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of matt hancocks mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of michael goves mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of dominic raabs mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of rishi sunaks mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of clintons mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of your mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of jefferee starrs mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of kris jenners mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of dominic cummings mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of beth rigbys mouth is complete bullshit,0
down syndrome is retarded,1
disabled people are sick,0
any normal person with a brain would agree that whatever comes out of obamas mouth is complete bullshit,0
i am tired of brexit,0
any normal person with a brain would agree that whatever comes out of a nazis mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of a rapists mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of a racists mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of misogynists mouth is complete bullshit,0
discrimination against women is so wrong and disgusting,0
discrimination against women is not wrong and disgusting its good,1
britain without eu,0
discrimination against disabled people is not wrong and disgusting its good,1
discrimination against f4gz is not wrong and disgusting its good,0
discrimination against r3t4rdz is not wrong and disgusting its good,0
discrimination against lgbt people is not wrong and disgusting its good,1
discrimination against transgender people is not wrong and disgusting its good,0
discrimination against homos is not wrong and disgusting its good,0
discrimination against h0m0s is not wrong and disgusting its good,1
brexit is a game and foreigners want to win it,0
them vs us,0
no for foreigners,1
we vs them,0
christians vs muslims,0
british people can not be muslims,0
muslims do not belong to britain,0
britain without lgbt,0
muslims are all isis,0
islam is isis,0
terrorism is islam,0
terrorism is equal to islam,0
terrorism islam,0
britain without muslims,0
no for british muslims,0
britain is full of dogs,0
women need to die,0
gay people need to die,0
gays need to die,0
girls need to die,0
boys need to die,0
disabled people need to die,0
well make a pastrami sandwich of them,0
lesbians need to die,0
transgender people need to die,0
old people need to die,0
israelis feel strong nowadays because they are protected by the us,0
i would love it if all women shot themselves,0
oh god political islam,0
i would love it if all muslims shot themselves,0
may god bless isis,0
i would love it if all gays shot themselves,0
may allah bless daesh,0
i would love it if all disabled people shot themselves,0
everyone keeps forgetting the samson option,0
i would love it if all lesbians shot themselves,0
i would love it if all children shot themselves,0
i would love it if all old people shot themselves,0
getting our ass kicked does not mean that we should get over it,0
i would love it if all transgenders shot themselves,0
i would love it if all tr4nnys shot themselves,0
i would love it if all f4gs shot themselves,0
i would love it if all k1k3s shot themselves,0
all religions are dangerous for women men and kids,0
trump needs to shot himself,0
its just superstition all of it nature worship christianity astrology its all the same old bullshit,0
biden needs to shoot himself,0
its as crazy as all other religions,0
justin bieber needs to shoot himself,0
religion is still stupid and superstitious,0
obama needs to shoot himself,0
harmful nonsense just like all religions,0
boris needs to shoot himself,0
we cant rely on a broken system or religions to teach our children morals,0
i want to kick trump in his fat head,0
we shouldnt teach anybody at any age any religion,0
trump needs to be stopped,0
religions stunt kids development,0
im dead,0
boris is fucking up this country,0
religious schools should be banned in the uk,0
cummings is fucking up this country,0
religious schools would confuse kids,0
no for religious schools,0
raab is fucking up this country,0
sunak is fucking up this country,0
coronavirus is fucking up this country,0
racism is fucking up this country,0
britain without islamic schools,0
antisemitism is fucking up this country,0
islamic schools inject harmful information in kids brains,0
islamic schools will produce new generation of isis,0
illness is fucking up this country,0
austerity is fucking up this country,0
government cuts are fucking up this country,0
coronavirus parents sending sick symptomatic kids to school,0
the lgbt community is toxic,0
all lgbt community should die,0
well now you know he is a lukewarm christian who tries to drag you down the same road,0
any man who claims to be a christian but is for premarital sex is just using christianity to take advantage of christian women,0
i have come across men that are fake christians for the sole purpose of dating and sleeping with christian women,0
people using the faith to fish for genuine women and people,0
theres a lot of anti maskers but i wonder if theres anti wash your hands people out there,0
no for men in my life which has been miserable since a man enters it,0
old people are bad and i cant deal with or even talk to,0
over 65 are not nice to me and been not kind when i deal with that why i am not gona deal with,0
we are fed up with old people who ask for too much and make our lives a nightmare,0
i am fed up with people over 65,0
i wish over 65 die as they have lived enough and enjoyed their life so its time for us young people to enjoy our life without any disruption from old people,0
youngsters are annoying with loud music and weird clothes,0
young people get on my nerves with their behaviours,0
teenagers do not care about others,0
teenagers suck,0
teenagers think they are intelligent but they are stupid and cant figure out what they want,0
teenagers can not fucking solve any problems they face and they need adults to help them,0
babies are like animals you should feed them and clean their butts and they are dependent on you in each thing,0
babies are bad in understanding what you tell them and they cant follow your orders,0
women are evil and cant not be trusted in money sex work and everything,0
women are sex objects and they are in the world just to be enjoyed by men,0
women are the devil itself and the evil learns from them how to deal with people,0
boys are smarter than girls in everything in school,0
girls are smarter than boys in school,0
boys should like blue and t should be their favourite colour,0
girls should like pink and t should be their favourite colour,0
i wanna fuck young girls they taste amazing,1
i wanna fuck young boys,1
fucking youngsters is enjoyable,1
smelling youngsters is a bless,1
over 30 women are always unmarried and nobody is gona marry them,1
unmarried woman over 30 should look for a husband,1
unmarried women are unacceptable in our society and islam is against them,1
early marriage for girls under 15 is good in islam,1
underage girls are enjoyable in bed in my 50s,1
underage girls should get married to older men so they could bring them up well,1
it is islam which encourages underage marriage and we should obey the orders,1
over 30 should get married so they could have healthy kids not abnormal kids,1
spinster women need therapy to be prepared for marriage,1
spinster women are abnormal,1
women over 30 are unable to have kids and this is nature not my belief,1
i want to impregnate you right now in your red dress and i wana undress you slowly,1
normal girls should be straight,1
in our society boys can not be gay if they wana be gay they should leave,1
women need fucking to discipline them,1
womens tits are great to watch and play with,1
womans sweetness is the most important thing in women,1
women without big tits are not attractive,1
women are sexual objects,1
womens lips are great to kiss and lick,1
young girls are yummy in bed,1
i am allowed to have sex with any woman in the world,1
menopause is dangerous as women will not be fertile,1
i think period is disgusting when you see blood every where and she has to wear pads like babies,1
girls under 15 can not be considered humans,1
retirement age should be 50 not 65 as we had enough of old people taking our jobs,1
over 50 should stay at home as they take public transport and make us feel uncomfortable,1
women above 30 should stay at home and raise kids,1
the nhs is full of shit,0
the nhs sucks,0
im sick of this fucking government,0
im sick of this fucking government of conservative pigs,0
bj and his henchmen are all full of crap,0
boris johnson is rubbish,0
all priests are paedos,1
bj is just scum quite frankly,0
boris johnson is a self serving buffoon he has no idea what hes doing,0
all pe teachers are paedos,1
the tories in general are bad but bj is one of the worst examples,0
hes a raging homo,1
boris johnson is a harmless idiot,0
hes a poof,1
hes a poofter,1
im going down the chinky,1
boris johnson is comfortable with blatantly lying and hes been useless in any job hes ever had,0
if he lightened his skin he could pass for white,1
the nhs is trash,0
he has white features its a shame his skin tone is so dark,1
